title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Kiss Me Thru The Phone,Sammie,2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387
Uptown Funk (feat. Bruno Mars),Mark Ronson,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667
Uptown Funk (feat. Bruno Mars),Bruno Mars,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667
Blank Space,Taylor Swift,1p80LdxRV74UKvL8gnD7ky,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Christina Aguilera,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160
Roar,Katy Perry,6F5c58TMEs1byxUstkzVeM,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546
Ymca,Village People,7Cp69rNBwU0gaFT8zxExlE,0.715,0.951,6,-6.488,1,0.132,0.152,0.0,0.302,0.671,126.643,284867
You Belong With Me,Taylor Swift,3GCL1PydwsLodcpv0Ll1ch,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133
All These Things That I've Done,The Killers,0kYUrLVQOfx21xuXu7OGrT,0.557,0.728,6,-6.181,1,0.0405,0.00156,5.13e-06,0.118,0.216,118.241,301573
I Knew You Were Trouble.,Taylor Swift,72jCZdH0Lhg93z6Z4hBjgj,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,217973
Cake By The Ocean,DNCE,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,219147
Call Me Maybe,Carly Rae Jepsen,3TGRqZ0a2l1LRblBkJoaDx,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400
22,Taylor Swift,3bIxTsfeNMO7Nt2J3EUKrA,0.658,0.729,7,-6.561,1,0.0378,0.00215,0.0013,0.0752,0.668,104.007,230133
California Gurls,Katy Perry,6tS3XVuOyu10897O3ae7bi,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,234653
California Gurls,Snoop Dogg,6tS3XVuOyu10897O3ae7bi,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,234653
Welcome To New York,Taylor Swift,6qnM0XXPZOINWA778uNqQ9,0.793,0.634,7,-4.807,1,0.0324,0.038,1.76e-06,0.304,0.615,117.024,212600
Our Song,Taylor Swift,15DeqWWQB4dcEWzJg15VrN,0.668,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.011,201107
Love Story,Taylor Swift,1vrd6UOGamcKNGnSHJQlSt,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,235267
Hey Stephen,Taylor Swift,4WXzzCof26KJLTK5kK53dS,0.841,0.544,6,-7.347,1,0.0309,0.194,2.48e-06,0.108,0.831,115.994,254307
Style,Taylor Swift,1fo2ctLqj3zBhRQKOXprol,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000
Shake It Off,Taylor Swift,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,219200
Mean,Taylor Swift,5yEPktRqvIhko5QFF3aBhQ,0.568,0.761,4,-3.987,1,0.0459,0.452,0.0,0.217,0.789,163.974,237733
Gorgeous,Taylor Swift,0CLnkxpa3M4eA3HeGaERat,0.794,0.537,7,-6.865,1,0.169,0.079,4.98e-06,0.227,0.418,92.022,209680
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,7zMcNqs55Mxer82bvZFkpg,0.621,0.417,10,-6.941,1,0.0231,0.288,0.0,0.119,0.289,99.953,203040
All of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560
Let Her Go,Passenger,6GmUVqe73u5YRfUUynZK6I,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.244,74.897,252733
Stay With Me,Sam Smith,5Db9VIdDsN5yu3Eu7CT0i4,0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,172724
The A Team,Ed Sheeran,1VdZ0vKfR5jneCmWIUAMxK,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,258373
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1jYiIOC5d6soxkJP81fxq2,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Justin Bieber,1jYiIOC5d6soxkJP81fxq2,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Quavo,1jYiIOC5d6soxkJP81fxq2,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Chance the Rapper,1jYiIOC5d6soxkJP81fxq2,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Lil Wayne,1jYiIOC5d6soxkJP81fxq2,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877
Mirrors,Justin Timberlake,2JZKXgq5zsokN01KWyiY6n,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147
Firework,Katy Perry,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400
What Do You Mean?,Justin Bieber,4B0JvthVoAAuygILe3n4Bs,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680
Sorry Not Sorry,Demi Lovato,3Du2K5dLzmduCNp6uwuaL0,0.702,0.635,11,-6.917,0,0.265,0.0223,0.0,0.283,0.873,144.004,203760
Stronger (What Doesn't Kill You),Kelly Clarkson,6D60klaHqbCl9ySc8VcRss,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,221947
In Case You Didn't Know,Brett Young,2dWgzqawzDkBL8QfZw92Ub,0.596,0.544,10,-7.294,1,0.0315,0.397,0.0,0.106,0.393,147.976,224853
Singles You Up,Jordan Davis,3IPkbTA8KkdDXyWtGkfFXa,0.635,0.903,7,-3.588,1,0.0323,0.0472,0.0,0.255,0.559,100.08,182693
Craving You,Thomas Rhett,6zLdXcmvIxnAXpz9sXFnIE,0.612,0.841,9,-3.795,0,0.0353,0.000907,0.0,0.37,0.499,104.986,227373
Craving You,Maren Morris,6zLdXcmvIxnAXpz9sXFnIE,0.612,0.841,9,-3.795,0,0.0353,0.000907,0.0,0.37,0.499,104.986,227373
All On Me,Devin Dawson,2Nc8Imt04W3ZmcBF8dPQKc,0.631,0.658,5,-5.313,1,0.0281,0.144,0.0,0.22,0.7,80.996,227573
Light It Up,Luke Bryan,6znSbsDDFdBZaiucjUGaWy,0.596,0.935,6,-2.794,0,0.0855,0.129,0.0,0.108,0.678,130.029,177292
Unforgettable,Thomas Rhett,30MM5jWpUmOxtTNd9Ey5LZ,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,157080
I'll Name the Dogs,Blake Shelton,2n5ZD87XQ2yvIxGjoYbUmZ,0.47,0.852,4,-5.874,1,0.0933,0.163,2.04e-06,0.281,0.773,168.063,183200
Greatest Love Story,LANCO,0kdiUZDcLIFw0Buo9r0Q4z,0.665,0.621,10,-8.571,1,0.0524,0.38,0.0,0.119,0.632,147.975,222400
You Broke Up with Me,Walker Hayes,6UsoV6X96Rox9mfxoz7SFy,0.846,0.711,0,-7.939,1,0.061,0.496,0.0,0.247,0.883,120.013,197840
Kiss Somebody,Morgan Evans,1mJMD1VIQ7jWTP9DK2zmY0,0.492,0.681,6,-7.038,1,0.075,0.143,0.0,0.199,0.511,178.01,212445
Like I Loved You,Brett Young,3T6MAweakkNrMYs8jZIWtg,0.582,0.568,1,-6.051,1,0.0297,0.196,0.0,0.0841,0.64,76.025,207187
The Long Way,Brett Eldredge,1KTLLe980WR4RLKg74Ud6e,0.488,0.637,10,-7.63,1,0.0401,0.265,0.0,0.106,0.23,88.872,208653
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870
Meant to Be (feat. Florida Georgia Line),Florida Georgia Line,7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870
Getting Over You,Jackie Lee,4oeGQb7zAVNRkpjjoNHK5K,0.442,0.784,2,-4.001,1,0.0344,0.0527,0.0,0.0597,0.552,170.139,173187
Marry Me,Thomas Rhett,0OWZFobGSIW9GrSlQ9C5pc,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,205453
What Ifs (feat. Lauren Alaina),Kane Brown,7zVCrzzEJU7u24sbJPXA5W,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253
What Ifs (feat. Lauren Alaina),Lauren Alaina,7zVCrzzEJU7u24sbJPXA5W,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253
Do I Make You Wanna,Billy Currington,3I7krC8kr0gFR7P6vInR1I,0.553,0.747,9,-5.432,1,0.0279,0.106,0.0,0.154,0.521,90.012,234307
Happens Like That,Granger Smith,5Zx1zVpDJsNgyY3HvNfsfC,0.557,0.807,7,-5.428,1,0.0825,0.189,0.0,0.234,0.578,81.045,171493
We Were That Song,Brett Kissel,6OUdBkpAQtKyZ74cKukZ9W,0.618,0.911,9,-3.323,1,0.05,0.216,0.0,0.132,0.501,102.956,200280
Down,Jay Sean,7LP4Es66zdY7CyjepqmvAg,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,212107
Down,Lil Wayne,7LP4Es66zdY7CyjepqmvAg,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,212107
Hey Ya!,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213
Never Forget You,Zara Larsson,6WLS56xiRrXjSm9RSdL3zD,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213428
Never Forget You,MNEK,6WLS56xiRrXjSm9RSdL3zD,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213428
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1MtUq6Wp1eQ8PC6BbPCj8P,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933
I Took A Pill In Ibiza - Seeb Remix,Seeb,1MtUq6Wp1eQ8PC6BbPCj8P,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933
Wrecking Ball,Miley Cyrus,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360
Shower,Becky G,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167
It Ain’t Me (with Selena Gomez),Kygo,12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781
It Ain’t Me (with Selena Gomez),Selena Gomez,12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781
Trumpets,Jason Derulo,5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142,217419
Coming Home,Diddy - Dirty Money,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,238693
Coming Home,Skylar Grey,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,238693
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088
Rockabye (feat. Sean Paul & Anne-Marie),Sean Paul,5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088
Rockabye (feat. Sean Paul & Anne-Marie),Anne-Marie,5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088
Baby,Justin Bieber,6epn3r7S14KUqlReYr77hA,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,214240
Baby,Ludacris,6epn3r7S14KUqlReYr77hA,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,214240
Umbrella,Rihanna,49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987
Umbrella,JAY-Z,49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987
Replay,Iyaz,5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,182307
Dynamite,Taio Cruz,1DqdF42leyFIzqNDv9CjId,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,203867
I Gotta Feeling,Black Eyed Peas,4vp2J1l5RD4gMZwGFLfRAu,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133
Some Nights,fun.,67WTwafOMgegV6ABnBQxcE,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040
Escape (The Pina Colada Song),Rupert Holmes,5IMtdHjJ1OtkxbGe4zfUxQ,0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,276493
Ain't No Mountain High Enough,Marvin Gaye,1LeWIs2hP2r5yOQnVuYoI5,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667
Ain't No Mountain High Enough,Tammi Terrell,1LeWIs2hP2r5yOQnVuYoI5,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667
Brighter Than The Sun,Colbie Caillat,5YTtTbqxUzJHD3CpbNHerP,0.629,0.793,9,-5.942,1,0.0346,0.00952,1.15e-06,0.218,0.588,95.981,231213
Sweet Caroline - Single Version,Neil Diamond,6l7tK5SsMlN8a9ccgeIkpS,0.556,0.161,11,-13.944,1,0.0297,0.505,4.36e-05,0.28,0.588,126.534,201800
Love Shack,The B-52's,4W4wYHtsrgDiivRASVOINL,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680
Walking On Sunshine,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,238733
Riptide,Vance Joy,7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280
Ho Hey,The Lumineers,2nXM8IVqKtyO6JKsLlXWAy,0.684,0.47,0,-9.088,1,0.0325,0.802,0.0,0.0711,0.381,79.934,163133
Don't Stop Believin',Journey,3HRQtRUYnnuZY7fE900XtJ,0.495,0.781,4,-8.109,1,0.0413,0.254,0.0,0.395,0.473,119.206,248200
All Star,Smash Mouth,22c2pt75xtnDddA5Zlm0yy,0.73,0.862,11,-5.876,1,0.0313,0.0398,0.0,0.0818,0.77,104.018,200560
Single Ladies (Put a Ring on It),Beyoncé,5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213
Ridin' Solo,Jason Derulo,7ksYJ95P5vP87A0GH34CIk,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,215747
What Makes You Beautiful,One Direction,03oZejWqXLbKhhM4iTgShq,0.726,0.778,4,-2.483,1,0.0784,0.00851,0.0,0.082,0.868,125.0,198840
Call Me Maybe,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400
Sweet Home Alabama,Lynyrd Skynyrd,6RgGppm2SSX5p246UqfdEi,0.609,0.661,7,-9.549,1,0.0252,0.0915,0.000482,0.254,0.892,97.93,284413
Livin' On A Prayer,Bon Jovi,3X7abqSXC4xrxuC1ykpWcY,0.522,0.882,0,-3.216,1,0.0359,0.0599,0.00021,0.33,0.815,122.541,250627
Have You Ever Seen The Rain,Creedence Clearwater Revival,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133
September,"Earth, Wind & Fire",5e3l460eVGMNqQgFc9Rv7q,0.692,0.803,9,-8.627,1,0.0301,0.151,0.000808,0.181,0.981,125.919,215067
Ice Ice Baby,Vanilla Ice,66AiuTr5v9tw6B8gXau2aU,0.949,0.876,0,-6.472,1,0.0567,0.0128,0.0,0.124,0.483,117.579,250413
Say Something,A Great Big World,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400
Say Something,Christina Aguilera,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400
Life is a Highway,Rascal Flatts,2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,276320
Just the Way You Are,Bruno Mars,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734
Jack & Diane,John Mellencamp,43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,254493
Free Fallin',Tom Petty,7woZGXjtaYwuvSoU1zToB3,0.617,0.435,5,-13.547,1,0.0256,0.178,0.0,0.0822,0.601,84.382,256667
Home,Phillip Phillips,4rsW3WCZBGwhHfJWuHRwyT,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173
Chicken Fried,Zac Brown Band,4dGJf1SER1T6ooX46vwzRB,0.566,0.713,6,-4.25,1,0.0417,0.645,0.0,0.114,0.807,169.864,238147
Love Story,Taylor Swift,0kN3oXYWWAk1uC0y2WoyOE,0.618,0.736,2,-3.937,1,0.0308,0.157,0.0,0.073,0.307,118.982,235280
Wagon Wheel,Darius Rucker,3xdjjKMcMOFgo1eQrfbogM,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,298373
Take on Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280
Timber (feat. Ke$ha),Pitbull,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160
